timestamp,ax,ay,az,gx,gy,gz,activity
1769342641.5957744,-0.899536,-0.317383,-0.334473,1.770020,-3.540040,-0.427246,eating_spoon
1769342641.5984538,-0.901245,-0.318848,-0.331787,1.953125,-1.892090,-1.098633,eating_spoon
1769342641.6041515,-0.895630,-0.326172,-0.331177,1.770020,0.061035,-1.770020,eating_spoon
1769342641.6271646,-0.886841,-0.323730,-0.332153,1.708985,-0.549316,-1.892090,eating_spoon
1769342641.6468015,-0.874512,-0.321899,-0.328491,1.342773,-2.502441,-2.319336,eating_spoon
1769342641.6671464,-0.880371,-0.323853,-0.327881,1.464844,-5.798342,-2.258301,eating_spoon
1769342641.6851978,-0.886963,-0.323242,-0.319214,1.037598,-5.676271,-1.831055,eating_spoon
1769342641.706785,-0.887573,-0.328735,-0.313477,0.854492,-5.615236,-2.685547,eating_spoon
1769342641.7281816,-0.876831,-0.329590,-0.316040,0.366211,-6.469728,-1.892090,eating_spoon
1769342641.7457123,-0.882813,-0.328247,-0.315308,0.122070,-7.873537,-1.770020,eating_spoon
1769342641.76689,-0.899048,-0.328613,-0.318115,0.244141,-6.835939,-2.441406,eating_spoon
1769342641.7840116,-0.876343,-0.329468,-0.322266,0.488281,-9.338379,-3.112794,eating_spoon
1769342641.7974045,-0.873779,-0.330566,-0.321167,0.854492,-14.038090,-3.479005,eating_spoon
1769342641.8270824,-0.888672,-0.328613,-0.315186,1.525879,-17.456055,-3.845216,eating_spoon
1769342641.846989,-0.883179,-0.329102,-0.304443,2.014160,-20.935059,-3.967286,eating_spoon
1769342641.8666492,-0.885254,-0.333862,-0.294434,2.685547,-24.475105,-4.211426,eating_spoon
1769342641.8883266,-0.875488,-0.330200,-0.292236,3.173829,-31.311043,-4.882813,eating_spoon
1769342641.9067926,-0.848511,-0.322388,-0.301758,5.004883,-45.959488,-5.249023,eating_spoon
1769342641.9270556,-0.897583,-0.335938,-0.259521,8.911133,-62.622086,-5.126953,eating_spoon
1769342641.9468443,-0.923096,-0.335693,-0.231201,9.643555,-66.101074,-4.577637,eating_spoon
1769342641.9642527,-0.947876,-0.347168,-0.175903,9.094238,-60.302750,-3.540040,eating_spoon
1769342641.9868963,-0.972412,-0.357910,-0.141846,6.713869,-50.048843,-6.042482,eating_spoon
1769342642.006771,-0.952393,-0.363770,-0.122803,4.882813,-42.907715,-7.568361,eating_spoon
1769342642.0267758,-0.956543,-0.355835,-0.103760,2.990724,-36.254883,-7.690432,eating_spoon
1769342642.0472736,-1.005005,-0.358154,-0.097900,1.220703,-26.611336,-9.643555,eating_spoon
1769342642.0673122,-1.005737,-0.375122,-0.099121,-2.685547,-8.056641,-12.756351,eating_spoon
1769342642.0825958,-0.984985,-0.382446,-0.067871,-5.493164,0.854492,-14.221195,eating_spoon
1769342642.1069112,-0.968506,-0.379028,-0.052246,-9.765625,10.253906,-13.732914,eating_spoon
1769342642.1173398,-0.955688,-0.359985,-0.083374,-13.488773,22.888191,-13.610844,eating_spoon
1769342642.1467125,-0.938354,-0.359009,-0.134277,-13.671879,30.151375,-15.869144,eating_spoon
1769342642.1678128,-0.921875,-0.377930,-0.184204,-12.939457,30.700691,-16.235352,eating_spoon
1769342642.1869833,-0.941406,-0.384888,-0.191040,-12.268070,37.780762,-16.113281,eating_spoon
1769342642.2071347,-0.907349,-0.380737,-0.208130,-10.498047,45.837418,-16.479492,eating_spoon
1769342642.2278886,-0.889526,-0.385132,-0.231323,-7.568361,49.133316,-16.113281,eating_spoon
1769342642.2468913,-0.894165,-0.389160,-0.260376,-6.652834,56.640640,-15.991215,eating_spoon
1769342642.2615645,-0.857300,-0.391479,-0.278931,-4.821777,57.434097,-17.883301,eating_spoon
1769342642.2864766,-0.825317,-0.409302,-0.282227,-3.173829,49.926773,-18.371582,eating_spoon
1769342642.306747,-0.819702,-0.403564,-0.296875,-2.075195,44.006348,-17.822266,eating_spoon
1769342642.3271606,-0.812500,-0.424927,-0.297241,1.281738,30.212410,-20.690918,eating_spoon
1769342642.3488266,-0.833008,-0.453003,-0.288574,1.220703,26.306160,-21.118164,eating_spoon
