timestamp,ax,ay,az,gx,gy,gz,activity
1769345793.1757457,-0.114380,-0.933960,-0.378540,-0.610352,1.037598,2.258301,sit_stand_sit
1769345793.1910276,-0.106934,-0.939819,-0.384766,-1.037598,1.342773,2.319336,sit_stand_sit
1769345793.215475,-0.095825,-0.926392,-0.384644,-2.075195,0.671387,3.173829,sit_stand_sit
1769345793.2334871,-0.093262,-0.928833,-0.390503,-0.488281,0.976563,2.075195,sit_stand_sit
1769345793.253486,-0.093872,-0.969604,-0.390259,-0.305176,1.647950,0.915528,sit_stand_sit
1769345793.2757986,-0.096802,-0.980591,-0.383057,-1.708985,3.417970,2.624512,sit_stand_sit
1769345793.2862492,-0.102417,-0.964966,-0.376831,-1.159668,6.896975,5.310059,sit_stand_sit
1769345793.3158462,-0.118652,-0.951660,-0.372925,0.183106,14.526371,7.507326,sit_stand_sit
1769345793.3361032,-0.113281,-0.934326,-0.367676,2.014160,23.559578,10.498047,sit_stand_sit
1769345793.357602,-0.088501,-0.914795,-0.355469,4.455566,29.785164,14.160160,sit_stand_sit
1769345793.376166,-0.085205,-0.922607,-0.347534,5.371094,29.296883,13.244633,sit_stand_sit
1769345793.3960736,-0.094482,-0.926270,-0.339478,5.798342,27.709969,11.108402,sit_stand_sit
1769345793.4164262,-0.113525,-0.921875,-0.335938,5.493164,27.343758,9.338379,sit_stand_sit
1769345793.4364085,-0.145020,-0.894897,-0.335693,4.333496,28.930672,8.544922,sit_stand_sit
1769345793.456128,-0.155884,-0.861328,-0.330688,4.760742,31.494148,7.629396,sit_stand_sit
1769345793.47601,-0.150024,-0.842163,-0.330688,5.371094,31.005867,6.347658,sit_stand_sit
1769345793.4962842,-0.151245,-0.785889,-0.335938,6.103518,25.939949,7.141115,sit_stand_sit
1769345793.5162811,-0.163452,-0.762573,-0.340454,8.056641,21.911621,7.446291,sit_stand_sit
1769345793.536406,-0.179321,-0.743530,-0.337524,9.033203,19.165039,6.896975,sit_stand_sit
1769345793.5564184,-0.184692,-0.723877,-0.340332,9.338379,17.944336,8.361816,sit_stand_sit
1769345793.57896,-0.193237,-0.705566,-0.346680,9.521484,18.920898,10.864258,sit_stand_sit
1769345793.5964704,-0.190796,-0.701294,-0.353516,9.277344,20.263672,12.451176,sit_stand_sit
1769345793.6183264,-0.225220,-0.732910,-0.371948,6.530764,21.789551,11.474613,sit_stand_sit
1769345793.6348617,-0.252319,-0.777710,-0.387207,3.295899,24.475105,12.451176,sit_stand_sit
1769345793.6555758,-0.245483,-0.814941,-0.389282,-2.502441,27.221687,16.906738,sit_stand_sit
1769345793.6762347,-0.226440,-0.817261,-0.395264,-7.019045,28.564461,23.864754,sit_stand_sit
1769345793.6907156,-0.226807,-0.848755,-0.392700,-10.437012,27.282722,28.076180,sit_stand_sit
1769345793.715997,-0.228882,-0.888428,-0.389893,-13.916019,26.306160,31.188972,sit_stand_sit
1769345793.7362785,-0.251099,-0.921143,-0.396851,-16.967773,25.756844,32.714844,sit_stand_sit
1769345793.754796,-0.245117,-1.041870,-0.395142,-24.108894,32.226563,41.931152,sit_stand_sit
1769345793.774535,-0.231689,-1.022583,-0.402832,-31.799324,28.625496,47.302261,sit_stand_sit
1769345793.7930746,-0.250854,-1.049805,-0.401245,-35.705566,25.085457,57.006851,sit_stand_sit
1769345793.8152707,-0.287231,-1.054688,-0.407349,-40.771484,25.817879,64.880371,sit_stand_sit
1769345793.8362744,-0.328003,-1.039063,-0.412720,-42.175293,29.724129,70.434570,sit_stand_sit
1769345793.8556793,-0.358765,-1.077271,-0.410522,-44.677750,37.353516,76.232910,sit_stand_sit
1769345793.876294,-0.321167,-1.121216,-0.441162,-53.833023,44.616714,85.632324,sit_stand_sit
1769345793.8962624,-0.295288,-1.096558,-0.479614,-63.903824,46.752945,90.332062,sit_stand_sit
1769345793.916327,-0.294922,-1.050537,-0.510132,-69.152832,49.377457,88.501007,sit_stand_sit
1769345793.9350264,-0.241943,-1.006226,-0.547607,-73.303223,44.128418,83.557129,sit_stand_sit
1769345793.9562454,-0.235718,-0.980591,-0.595093,-78.063965,30.334480,79.528809,sit_stand_sit
1769345793.9774408,-0.291626,-0.946411,-0.639160,-83.374023,22.216805,73.364258,sit_stand_sit
1769345793.9960306,-0.259766,-0.886719,-0.676025,-83.923340,16.174316,68.237305,sit_stand_sit
1769345794.0165622,-0.328735,-0.852051,-0.709595,-81.420898,7.629396,60.180679,sit_stand_sit
1769345794.0361314,-0.290161,-0.818604,-0.713623,-76.354980,-1.892090,53.710953,sit_stand_sit
1769345794.0574596,-0.344360,-0.776855,-0.710327,-70.190430,-11.718754,48.522964,sit_stand_sit
1769345794.0763583,-0.457397,-0.710693,-0.710449,-61.035172,-11.230473,40.710449,sit_stand_sit
1769345794.0960035,-0.532349,-0.655884,-0.736206,-49.133316,-2.258301,31.188972,sit_stand_sit
1769345794.113653,-0.551758,-0.606934,-0.766235,-36.621094,7.202150,21.545410,sit_stand_sit
1769345794.135962,-0.420654,-0.524536,-0.743286,-24.292000,3.967286,16.967773,sit_stand_sit
1769345794.1562996,-0.294434,-0.366821,-0.684448,-4.943848,-27.465828,11.535648,sit_stand_sit
1769345794.1764312,-0.347900,-0.349854,-0.612061,9.582520,-41.625977,12.756351,sit_stand_sit
1769345794.1961792,-0.380859,-0.335693,-0.570679,19.042969,-47.424332,14.648441,sit_stand_sit
1769345794.2164223,-0.433228,-0.338989,-0.551636,22.705086,-45.349136,15.869144,sit_stand_sit
1769345794.2366154,-0.504028,-0.352295,-0.544434,24.414070,-36.193848,16.418457,sit_stand_sit
1769345794.2556496,-0.526855,-0.370361,-0.548462,23.132332,-27.404793,16.296387,sit_stand_sit
1769345794.2757878,-0.446655,-0.363281,-0.541382,19.897461,-23.986824,12.939457,sit_stand_sit
1769345794.2960882,-0.619995,-0.365845,-0.611694,10.253906,-17.761230,26.672371,sit_stand_sit
1769345794.3162148,-0.738647,-0.380493,-0.678467,-2.075195,17.578125,28.869637,sit_stand_sit
1769345794.5050852,-0.627808,-0.335327,-0.737915,-6.958010,42.236328,19.226074,sit_stand_sit
1769345794.5060973,-0.442505,-0.322266,-0.764526,-8.178711,43.090820,7.202150,sit_stand_sit
1769345794.5060973,-0.349731,-0.353882,-0.762817,-6.225588,22.216805,-3.234864,sit_stand_sit
1769345794.5060973,-0.391479,-0.420654,-0.746582,-2.563477,-0.854492,-10.192871,sit_stand_sit
1769345794.5060973,-0.752686,-0.601929,-0.876099,1.953125,-1.220703,-0.305176,sit_stand_sit
1769345794.5060973,-0.836060,-0.573486,-0.985962,-10.498047,18.371582,-3.479005,sit_stand_sit
1769345794.5060973,-0.700806,-0.498657,-0.954224,-12.268070,32.287598,6.835939,sit_stand_sit
1769345794.5060973,-0.529663,-0.518677,-0.836182,-9.521484,32.897949,11.840824,sit_stand_sit
1769345794.708442,-0.411377,-0.483887,-0.768066,1.464844,17.150879,14.282230,sit_stand_sit
1769345794.708442,-0.384155,-0.469971,-0.712036,13.000492,0.793457,12.207035,sit_stand_sit
1769345794.708442,-0.457153,-0.459473,-0.652466,29.052742,-7.019045,14.099125,sit_stand_sit
1769345794.708442,-0.479736,-0.445923,-0.650269,36.560059,-1.708985,15.563969,sit_stand_sit
1769345794.708442,-0.447998,-0.406372,-0.663330,41.076660,5.554201,15.502934,sit_stand_sit
1769345794.708442,-0.395020,-0.379639,-0.692749,45.288101,5.981447,11.779789,sit_stand_sit
1769345794.708442,-0.400391,-0.353394,-0.746582,46.813980,1.098633,1.647950,sit_stand_sit
1769345794.708442,-0.458984,-0.372437,-0.793579,47.058121,-11.352543,-9.399414,sit_stand_sit
1769345794.708442,-0.493774,-0.427490,-0.791870,43.823242,-28.625496,-16.845703,sit_stand_sit
1769345794.708442,-0.562988,-0.478271,-0.692017,37.048340,-43.029785,-18.493652,sit_stand_sit
1769345794.708442,-0.606079,-0.496582,-0.622803,35.034180,-41.503906,-22.583015,sit_stand_sit
1769345794.7164526,-0.681885,-0.566528,-0.591919,31.188972,-30.029305,-22.644051,sit_stand_sit
1769345794.7363303,-0.685303,-0.604736,-0.550049,25.817879,-13.000492,-19.653320,sit_stand_sit
1769345794.7564254,-0.635254,-0.619629,-0.570557,21.484375,-0.244141,-17.150879,sit_stand_sit
1769345794.7762992,-0.632568,-0.629883,-0.569092,18.310547,10.742188,-12.390141,sit_stand_sit
1769345794.7962897,-0.585693,-0.619019,-0.570923,15.319828,22.583015,-7.629396,sit_stand_sit
1769345794.8185797,-0.541992,-0.601929,-0.624146,8.544922,32.287598,-6.530764,sit_stand_sit
1769345794.8360648,-0.523071,-0.561890,-0.660278,2.075195,35.034180,-4.638672,sit_stand_sit
1769345794.8563151,-0.490479,-0.498657,-0.683472,-2.990724,30.456551,-1.342773,sit_stand_sit
1769345794.8763523,-0.449097,-0.433838,-0.684326,-6.164553,18.554688,-2.563477,sit_stand_sit
1769345794.8962514,-0.421021,-0.405518,-0.672974,-8.850098,3.417970,-7.690432,sit_stand_sit
1769345794.916347,-0.424805,-0.414063,-0.654785,-11.291508,-5.859377,-14.587406,sit_stand_sit
1769345794.9267755,-0.445313,-0.449951,-0.619629,-9.155273,-10.192871,-23.559578,sit_stand_sit
1769345794.9564834,-0.559082,-0.533325,-0.599121,-7.080080,-8.911133,-26.611336,sit_stand_sit
1769345794.9763615,-0.616333,-0.611328,-0.602539,-6.652834,2.990724,-24.414070,sit_stand_sit
1769345794.9966857,-0.543335,-0.604492,-0.609985,-5.249023,13.610844,-22.949226,sit_stand_sit
1769345795.0161285,-0.415405,-0.562866,-0.612671,2.502441,19.287109,-24.963387,sit_stand_sit
1769345795.0365794,-0.282104,-0.564087,-0.616577,14.221195,7.629396,-25.817879,sit_stand_sit
1769345795.0565064,-0.246338,-0.583496,-0.628784,20.324707,-18.859863,-33.386230,sit_stand_sit
1769345795.0763884,-0.260620,-0.602051,-0.592407,34.729004,-48.889175,-53.955093,sit_stand_sit
1769345795.0960882,-0.322754,-0.662354,-0.581177,39.367676,-59.143082,-61.828629,sit_stand_sit
1769345795.1161354,-0.647583,-0.772949,-0.579224,35.827637,-47.607437,-60.913101,sit_stand_sit
1769345795.136209,-0.691528,-0.780884,-0.557617,35.949707,-16.296387,-67.199707,sit_stand_sit
1769345795.189636,-0.500122,-0.762207,-0.535034,40.466309,5.859377,-70.922852,sit_stand_sit
1769345795.189636,-0.305542,-0.777466,-0.490723,43.945313,2.929688,-75.317383,sit_stand_sit
1769345795.200313,-0.149658,-0.856934,-0.427246,49.377457,-25.024422,-88.501007,sit_stand_sit
1769345795.216,-0.107910,-0.976685,-0.401733,52.429214,-45.166031,-88.867218,sit_stand_sit
1769345795.2364342,-0.094116,-1.044922,-0.419312,49.865738,-68.603516,-98.510773,sit_stand_sit
1769345795.2562485,-0.134888,-1.159790,-0.402344,51.635757,-84.350586,-107.849152,sit_stand_sit
1769345795.2761595,-0.154053,-1.278687,-0.382690,50.292984,-98.510773,-119.262726,sit_stand_sit
1769345795.2945037,-0.171265,-1.362427,-0.333252,46.386734,-116.943390,-129.028320,sit_stand_sit
1769345795.3149667,-0.177856,-1.448853,-0.292358,37.780762,-140.441895,-134.887695,sit_stand_sit
1769345795.3334231,-0.259155,-1.478149,-0.278442,17.211914,-156.982422,-145.446777,sit_stand_sit
1769345795.3559656,-0.286987,-1.537720,-0.275635,13.122562,-146.423340,-139.282227,sit_stand_sit
1769345795.3727963,-0.265015,-1.495972,-0.268433,3.662110,-127.441437,-119.079620,sit_stand_sit
1769345795.3962545,-0.213135,-1.259644,-0.280884,0.183106,-104.858429,-82.397461,sit_stand_sit
1769345795.4162478,-0.210938,-1.047485,-0.299805,11.657719,-70.312500,-44.921890,sit_stand_sit
1769345795.4367268,-0.186401,-0.950317,-0.379639,26.062019,-25.451668,-27.160652,sit_stand_sit
1769345795.456445,-0.158447,-0.928589,-0.436279,29.602058,48.156754,-7.202150,sit_stand_sit
1769345795.476292,-0.102539,-0.901489,-0.388794,18.432617,89.233429,5.310059,sit_stand_sit
1769345795.4968953,-0.041504,-0.821045,-0.342896,14.404301,107.482941,5.310059,sit_stand_sit
1769345795.516099,0.027588,-0.795166,-0.309937,13.305668,102.050812,-0.122070,sit_stand_sit
1769345795.5361648,0.138062,-0.775024,-0.297974,13.183598,75.256348,-3.356935,sit_stand_sit
1769345795.5517957,0.171387,-0.764404,-0.295410,14.099125,40.832520,-4.516602,sit_stand_sit
1769345795.5761552,0.122314,-0.765503,-0.283203,13.732914,12.390141,-4.333496,sit_stand_sit
1769345795.5964363,0.054321,-0.727051,-0.244019,11.535648,-16.296387,-1.281738,sit_stand_sit
1769345795.6164489,-0.014038,-0.712891,-0.197998,10.620117,-23.864754,-1.403809,sit_stand_sit
1769345795.6373205,-0.060669,-0.755981,-0.177612,6.408693,-16.723633,-2.746582,sit_stand_sit
1769345795.6564577,-0.070435,-0.777222,-0.180664,-0.976563,-9.948730,-3.967286,sit_stand_sit
1769345795.676284,-0.092041,-0.792969,-0.186523,-5.249023,-5.187988,-0.305176,sit_stand_sit
1769345795.6960907,-0.114990,-0.826172,-0.196533,-4.455566,1.220703,1.953125,sit_stand_sit
1769345795.7165356,-0.097168,-0.894653,-0.191162,-5.615236,5.554201,3.479005,sit_stand_sit
1769345795.7334156,-0.053467,-0.911987,-0.207031,-10.070801,0.488281,9.704590,sit_stand_sit
1769345795.7535093,-0.064331,-0.900635,-0.227905,-10.009766,-7.385256,10.131836,sit_stand_sit
1769345795.7758105,-0.094238,-0.913086,-0.239868,-7.995607,-13.488773,6.591799,sit_stand_sit
1769345795.7943583,-0.099854,-0.921265,-0.251709,-7.324221,-16.967773,3.967286,sit_stand_sit
1769345795.8157494,-0.088745,-0.928101,-0.257935,-6.591799,-17.272949,2.197266,sit_stand_sit
1769345795.836575,-0.118408,-0.951538,-0.266602,-6.286623,-14.282230,-0.244141,sit_stand_sit
1769345795.8559742,-0.116211,-0.984863,-0.268799,-7.385256,-4.150391,-2.197266,sit_stand_sit
1769345795.8763077,0.043945,-1.028809,-0.259155,-15.441898,-7.934572,13.427738,sit_stand_sit
1769345795.8963146,-0.105469,-0.916138,-0.270020,-5.126953,-1.708985,3.173829,sit_stand_sit
1769345795.9165776,0.018555,-0.972290,-0.276733,-4.943848,-0.671387,5.065918,sit_stand_sit
1769345795.936455,0.066772,-0.926025,-0.288086,-6.958010,-10.498047,7.202150,sit_stand_sit
1769345795.956295,-0.049072,-0.902100,-0.280518,1.220703,-8.605957,7.202150,sit_stand_sit
1769345795.9760683,-0.007690,-0.950806,-0.272949,0.000000,4.516602,10.925293,sit_stand_sit
1769345795.9959884,0.040894,-0.956909,-0.266235,0.549316,0.000000,12.573246,sit_stand_sit
1769345796.0166993,-0.023804,-0.953613,-0.261719,1.037598,0.000000,10.437012,sit_stand_sit
1769345796.0362833,-0.076294,-0.967285,-0.266235,2.563477,11.962894,8.239746,sit_stand_sit
