ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,activity_label,ax_mean,ax_std,ax_min,ax_max,ax_var,ax_rms,ax_eng,ax_iqr,ax_med,ax_skew,ax_kurt,ay_mean,ay_std,ay_min,ay_max,ay_var,ay_rms,ay_eng,ay_iqr,ay_med,ay_skew,ay_kurt,az_mean,az_std,az_min,az_max,az_var,az_rms,az_eng,az_iqr,az_med,az_skew,az_kurt,gx_mean,gx_std,gx_min,gx_max,gx_var,gx_rms,gx_eng,gx_iqr,gx_med,gx_skew,gx_kurt,gy_mean,gy_std,gy_min,gy_max,gy_var,gy_rms,gy_eng,gy_iqr,gy_med,gy_skew,gy_kurt,gz_mean,gz_std,gz_min,gz_max,gz_var,gz_rms,gz_eng,gz_iqr,gz_med,gz_skew,gz_kurt
0.828858,-1.19043,-0.128906,-39.97804,42.35839,-163.5742,brisk_waling_abha_new,0.7115785000000001,0.17744824459444505,0.422241,0.989624,0.03148787950965,0.7333701938120337,10.756636823437999,0.3139035,0.718323,-0.15021946308026515,-1.330201028133892,-0.96031505,0.26458323954655083,-1.650635,-0.671753,0.0700042906489475,0.9960970263510729,19.844185718109,0.25195350000000005,-0.855774,-1.2681764927949244,0.6706625619054529,-0.32663580000000003,0.10972826972963712,-0.480591,-0.118774,0.012040293177859998,0.3445739964354536,2.37462478039,0.17532375000000003,-0.34936500000000004,0.40959597056578784,-1.0319915092799266,1.3275127000000022,57.60828661882581,-90.1489,90.75926,3318.7146871567843,57.623580044331206,66409.53954250891,93.29222,5.187987,0.010739394820488692,-1.2739195367551395,19.839474,51.094991964365484,-92.95652,100.83006,2610.698203838573,54.81152189490134,60086.05864870499,74.447625,25.60425,-0.36134600264765315,-0.5165806137855968,24.832157800000004,80.69725736898305,-163.5742,152.3438,6512.047346875889,84.43153088674865,142573.6681575998,85.4950115,48.21776,-0.788275610911421,-0.023690512824931176
0.319458,-0.785767,-0.005249,-12.57324,26.48925,-167.9687,brisk_waling_abha_new,0.6383791000000001,0.22362052726905463,0.308472,0.989624,0.05000614021609,0.6764126074615257,9.150680310658,0.43243449999999994,0.654663,-0.029571651371819052,-1.3971795754270653,-1.0520571,0.2696146046975015,-1.650635,-0.730957,0.07269203506619,1.0860553285752066,23.590323534532,0.43124425,-1.010071,-0.5904705221479379,-0.71699598448164,-0.18603515,0.1500178004615702,-0.480591,-0.005249,0.022505340455327493,0.23898622866359898,1.1422883498170002,0.1794735,-0.1279295,-0.7967069744196854,-0.7075219726469082,-34.719845400000004,24.99720150086755,-90.1489,-2.075196,624.8600828749749,42.78232985094285,36606.55494949751,33.569328999999996,-27.832025,-0.8649321820844001,-0.41524769659680816,20.709225249999996,36.63575380561081,-27.221676,100.83006,1342.1784569053268,42.08385043411029,35421.00934721129,33.8287265,12.145995,0.9593370549755635,-0.09363571338435284,-106.11264919999999,82.866327882952,-184.02096,40.95458,6866.82829680491,134.63551766546288,362534.4523409434,151.2756145,-165.10005999999998,0.5997511506884777,-1.3777667523255086
0.373657,-0.749878,0.069092,-19.65332,12.878416,117.98094,brisk_waling_abha_new,0.39965829999999997,0.13615087987086238,0.286133,0.800171,0.01853706208961,0.42221300175207777,3.5652763769700004,0.0846865,0.3475955,1.8122184293657018,2.2304973555524024,-0.89147355,0.18989252068695991,-1.37085,-0.730957,0.036059169412847494,0.9114736747500994,16.615685195249,0.13266049999999996,-0.798645,-1.5487030664791714,1.0420418767152997,-0.039123500000000005,0.058207761791276603,-0.130249,0.092285,0.00338814353275,0.070134098589773,0.0983758357,0.0520325,-0.040039000000000005,0.3519852936067867,-0.07946562179984928,-16.18346945,7.371930663819794,-31.55517,-5.249022,54.34536171216655,17.78342051325475,6325.000903024997,8.056643000000003,-13.763425999999999,-0.7119205082546266,-0.5162224854834911,11.8926987,10.856714566459507,-9.09424,28.25927,117.86825117757402,16.102935556803168,5186.090670931114,17.73070675,12.268063999999999,-0.1321859821233737,-0.9924780093025252,-108.79819859999998,91.341924484967,-184.02096,117.98094,8343.347168617413,142.05771780238643,403607.90374444914,108.520465,-161.49901,1.2361986945805679,0.24977326254290855
0.492554,-0.90979,-0.313843,86.97508,-40.77148,83.43504,brisk_waling_abha_new,0.46801145,0.1825830848376911,0.286133,0.894287,0.033336582868847504,0.5023657036462083,5.047426003998999,0.24621549999999992,0.381714,1.0627593131192148,-0.004088363572555931,-0.8502563000000001,0.1132443188730013,-1.147461,-0.672241,0.012824275757010001,0.8577645664439048,14.715201028933999,0.12649549999999998,-0.8188475,-1.0636164176064429,0.8014357102365008,-0.0809631,0.10932516772632914,-0.313843,0.092285,0.011951992298389998,0.13604049345691158,0.37014031720000007,0.11926250000000001,-0.0513915,-0.6245568732229942,-0.47539454365555844,14.43176005,38.33927699975346,-19.65332,94.23826,1469.9001608638246,40.96554477856483,33563.51718009201,44.5404035,-6.3781725,1.0842244801267924,-0.3920577777436547,-12.951658700000001,45.17056464129629,-127.4414,28.25927,2040.3799100135261,46.99069453726782,44162.50746189623,48.7213045,6.072999,-1.3720546883792626,0.7335272354698708,65.5914164,129.5717478823186,-156.3721,226.6235,16788.83784927913,145.2276549237001,421821.4350927463,232.28452,100.70799,-0.398375176972669,-1.3045833046921094
0.55127,-1.620484,-0.41919,-62.01171,-32.2876,-0.610352,brisk_waling_abha_new,0.6914246,0.1817473296814564,0.389771,1.081177,0.033032091846340005,0.7149126305580983,10.22200138663,0.29934650000000007,0.6400144999999999,0.299682525553042,-0.8511547972702402,-0.9566773000000002,0.26558571033342515,-1.715576,-0.672241,0.07053576953331,0.9928581096353094,19.715344517372,0.17004450000000004,-0.9077759999999999,-1.7785032031290233,2.466511442533119,-0.31035165,0.17303029139005546,-0.538574,0.007813,0.0299394817385275,0.3553274945683911,2.5251525679249998,0.31387375000000006,-0.33972199999999997,0.3041481995092119,-1.2720945906430097,30.9661837,39.04465451971157,-62.01171,94.23826,1524.485046563633,49.83361896858163,49667.79159011557,47.6684555,28.137205,-0.27136137486726775,-0.18285417643364799,-42.53539884999999,54.370497596997396,-145.20268,30.2124,2956.1510089450994,69.03195755788533,95308.22328547364,88.27208875,-30.578612,-0.4712702621063076,-1.1078972303009085,115.53038039999998,69.20113482012366,-0.610352,226.6235,4788.797060392932,134.67021146401174,362721.31711523276,116.16512,87.40232,0.1979930786181565,-1.2571392383658244
0.3479,-0.693848,-0.046021,-15.502928,27.709956,-166.687,brisk_waling_abha_new,0.64698495,0.21719423776989918,0.3479,1.081177,0.047173336920447506,0.6824682135066438,9.315257248939,0.418762,0.6204225,0.22536563899894008,-1.1527992559420137,-0.9794374000000001,0.2890108741949687,-1.715576,-0.655152,0.08352728540294001,1.0211879875525858,20.856498118434004,0.37347399999999986,-0.928589,-1.1807303635463477,0.6548651485296113,-0.295923,0.177989894749393,-0.538574,-0.046021,0.0316804026329,0.3453271268839157,2.3850164912380003,0.338318,-0.321045,0.028222466079472208,-1.6613431683102997,-12.890625,45.58732426145867,-92.65136,76.41604,2078.2041333193783,47.3748070836178,44887.44692420007,75.195295,-20.111082,0.18622386590523834,-0.976515329897599,0.10070760000000192,62.30810017972188,-145.20268,95.39794,3882.299348006258,62.3081815657218,77646.18980053908,55.496222,28.961177999999997,-1.0087434458866678,0.08676381243376063,-46.1395176,108.66788228987645,-169.0063,88.0737,11808.708641366444,118.05745942432928,278751.27451454307,222.27472999999998,-13.519286,-0.05079357442777687,-1.8460037705868573
0.462158,-1.1073,0.067993,-7.568358,12.45117,40.40526,brisk_waling_abha_new,0.4219543499999999,0.1746954402983303,0.210938,0.901734,0.030518496861027495,0.45668804488945186,4.171279406899,0.11782825000000002,0.385498,1.4789917444508305,1.5759991222857082,-0.9118592,0.17634813245299766,-1.243286,-0.655152,0.031098663819660005,0.9287550077627038,17.251717288886002,0.21493549999999995,-0.9010009999999999,-0.4643957205956883,-0.8605850653997114,-0.07187505,0.0757173057236422,-0.276489,0.067993,0.005733110386047499,0.10439891378050827,0.21798266397099997,0.0882875,-0.048827999999999996,-0.8343170305233776,0.7172842837125368,-35.3698732,21.267450658005576,-92.65136,-7.568358,452.3044574907018,41.27144760818041,34066.64775349561,23.971543999999998,-31.005864,-1.0477454775401043,0.5276781586769772,35.40649365,23.256538344402912,-4.821778,95.39794,540.866575764683,42.361378263132245,35889.727367043466,21.2860105,34.91212,0.4302675238563732,0.45094466887406215,-109.99755130000001,65.90029873262422,-169.0063,40.40526,4342.849373049114,128.22757373141414,328846.2133009049,102.11174999999999,-146.1487,0.931957512322175,-0.5421362401300285
0.567383,-0.739014,-0.276611,68.17628,-88.01268,140.564,brisk_waling_abha_new,0.4392639,0.16296842665525738,0.210938,0.755005,0.026558708086490003,0.468520524555435,4.390229638594,0.2474365,0.39624000000000004,0.5411784051277672,-0.8994673635143604,-0.8843140500000002,0.10824318163721675,-1.1073,-0.720825,0.011716586370947498,0.8909140954089514,15.874558507967002,0.14010599999999995,-0.8930659999999999,-0.15293765223953829,-0.8227497338346161,-0.07310185,0.09148725898739944,-0.276611,0.073975,0.0083699185570275,0.11710593080817897,0.274275980609,0.13635225,-0.039368,-0.4862567628510207,-0.501213444024835,1.0925291000000008,32.00033139267941,-40.22216,68.17628,1024.0212092413035,32.01897607787685,20504.296581513005,43.0602985,-8.666992,0.6686045644810514,-0.7018311241315276,-1.541138149999999,39.62284691326491,-88.01268,60.6079,1569.9699975120263,39.65280701677261,31446.90208618823,31.295777,0.12207049999999997,-0.4914249360216053,-0.1882706520112638,40.8721827,121.47335179893354,-151.42824,174.25532,14755.775197267469,128.16516888737613,328526.2103185929,234.405535,68.63400999999999,-0.2958040834711281,-1.547571399127215
0.90332,-0.93042,-0.455078,7.751464,-3.723144,53.77196,brisk_waling_abha_new,0.5982116000000001,0.16968442336950082,0.341797,0.90332,0.028792803534239998,0.6218118058615485,7.732998438176001,0.26217675,0.5885009999999999,0.096294982547563,-1.1138134787003944,-0.8629640000000001,0.09605701711483655,-1.046387,-0.708374,0.009226950537000001,0.8682936230521332,15.078676316659998,0.09924325,-0.874512,0.0036792523607880015,-0.7651901557589453,-0.23517465000000004,0.13728532935761018,-0.455933,0.073975,0.0188472616568275,0.27231301412060716,1.483087553189,0.184204,-0.22924850000000002,0.25858544347101625,-0.3737709189414158,34.500123200000004,24.64960782782927,-9.765626,68.17628,607.603166065782,42.40119888494852,35957.2333376192,37.872314,36.49903,-0.21486452591463137,-1.112353082252627,-19.876098300000002,29.44408968107597,-88.01268,10.498044,866.9544171472444,35.524832171011134,25240.274015570147,39.12354125,-7.934571,-1.042619297551994,-0.14934129668516372,120.208726,38.55318034098515,53.77196,174.25532,1486.347714404524,126.23979372982038,318729.71041895193,73.44057999999998,114.86814000000001,0.09105478737298713,-1.4367085085702613
0.762695,-1.148438,-0.027954,-23.98681,-2.380371,-144.7144,brisk_waling_abha_new,0.73820185,0.18095079354406685,0.365356,1.01001,0.0327431896842275,0.76005602492688,11.553703220552999,0.22586000000000006,0.7634274999999999,-0.5191748929829352,-0.6326887204744982,-0.9635865999999998,0.17979053881597887,-1.440674,-0.708374,0.032324637847740006,0.9802161871481719,19.216475470946,0.1676335,-0.898865,-1.110241834034936,0.7362676514691424,-0.28295909999999996,0.129654069484494,-0.455933,-0.027954,0.016810177733890003,0.3112491445879008,1.937520600134,0.19839474999999998,-0.3128665,0.41169936937091506,-1.0498097564259443,6.5612829,40.30628592255898,-56.2744,67.99318,1624.596684871076,40.83683531035318,33352.94236329817,65.6433025,0.6713870000000002,0.13335503063655152,-1.3667664293299897,11.230467800000001,33.172723464866124,-65.55176,75.6836,1100.4295820764794,35.02217853137232,24531.05978166632,27.694694249999998,6.530763,0.05329165668708373,0.16985589529856782,12.7105625,90.17367110327541,-144.7144,123.22996,8131.290960241686,91.06508309614664,165856.98718616183,150.52792499999998,49.28588,-0.636452907134905,-1.1150217494243548
